package_name,banned_versions,severity,weekly_downloads,first_detected,patient_zero,description,attack_vector,priority
@voiceflow/eslint-config,"7.16.4, 7.16.5",medium,1000,2025-11-21,false,Compromised package: @voiceflow/eslint-config,preinstall script (Shai-Hulud 2.0),3
@voiceflow/eslint-plugin,"1.6.1, 1.6.2",medium,1000,2025-11-21,false,Compromised package: @voiceflow/eslint-plugin,preinstall script (Shai-Hulud 2.0),3
@voiceflow/exception,"1.10.1, 1.10.2",medium,1000,2025-11-21,false,Compromised package: @voiceflow/exception,preinstall script (Shai-Hulud 2.0),3
@voiceflow/fetch,"1.11.1, 1.11.2",medium,1000,2025-11-21,false,Compromised package: @voiceflow/fetch,preinstall script (Shai-Hulud 2.0),3
@voiceflow/general-types,"3.2.22, 3.2.23",medium,1000,2025-11-21,false,Compromised package: @voiceflow/general-types,preinstall script (Shai-Hulud 2.0),3
@voiceflow/git-branch-check,"1.4.3, 1.4.4",medium,1000,2025-11-21,false,Compromised package: @voiceflow/git-branch-check,preinstall script (Shai-Hulud 2.0),3
@voiceflow/google-dfes-types,"2.17.12, 2.17.13",medium,1000,2025-11-21,false,Compromised package: @voiceflow/google-dfes-types,preinstall script (Shai-Hulud 2.0),3
@voiceflow/google-types,"2.21.12, 2.21.13",medium,1000,2025-11-21,false,Compromised package: @voiceflow/google-types,preinstall script (Shai-Hulud 2.0),3
@voiceflow/husky-config,"1.3.1, 1.3.2",medium,1000,2025-11-21,false,Compromised package: @voiceflow/husky-config,preinstall script (Shai-Hulud 2.0),3
@voiceflow/logger,"2.4.2, 2.4.3",medium,1000,2025-11-21,false,Compromised package: @voiceflow/logger,preinstall script (Shai-Hulud 2.0),3
@voiceflow/metrics,"1.5.1, 1.5.2",medium,1000,2025-11-21,false,Compromised package: @voiceflow/metrics,preinstall script (Shai-Hulud 2.0),3
@voiceflow/natural-language-commander,"0.5.2, 0.5.3",medium,1000,2025-11-21,false,Compromised package: @voiceflow/natural-language-commander,preinstall script (Shai-Hulud 2.0),3
@voiceflow/nestjs-common,"2.75.2, 2.75.3",medium,1000,2025-11-21,false,Compromised package: @voiceflow/nestjs-common,preinstall script (Shai-Hulud 2.0),3
@voiceflow/nestjs-mongodb,"1.3.1, 1.3.2",medium,1000,2025-11-21,false,Compromised package: @voiceflow/nestjs-mongodb,preinstall script (Shai-Hulud 2.0),3
@voiceflow/nestjs-rate-limit,"1.3.2, 1.3.3",medium,1000,2025-11-21,false,Compromised package: @voiceflow/nestjs-rate-limit,preinstall script (Shai-Hulud 2.0),3
@voiceflow/nestjs-redis,"1.3.1, 1.3.2",medium,1000,2025-11-21,false,Compromised package: @voiceflow/nestjs-redis,preinstall script (Shai-Hulud 2.0),3
@voiceflow/nestjs-timeout,"1.3.1, 1.3.2",medium,1000,2025-11-21,false,Compromised package: @voiceflow/nestjs-timeout,preinstall script (Shai-Hulud 2.0),3
@voiceflow/npm-package-json-lint-config,"1.1.1, 1.1.2",medium,1000,2025-11-21,false,Compromised package: @voiceflow/npm-package-json-lint-config,preinstall script (Shai-Hulud 2.0),3
@voiceflow/openai,"3.2.2, 3.2.3",medium,1000,2025-11-21,false,Compromised package: @voiceflow/openai,preinstall script (Shai-Hulud 2.0),3
@voiceflow/pino,"6.11.3, 6.11.4",medium,1000,2025-11-21,false,Compromised package: @voiceflow/pino,preinstall script (Shai-Hulud 2.0),3
@voiceflow/pino-pretty,"4.4.1, 4.4.2",medium,1000,2025-11-21,false,Compromised package: @voiceflow/pino-pretty,preinstall script (Shai-Hulud 2.0),3
@voiceflow/prettier-config,"1.10.1, 1.10.2",medium,1000,2025-11-21,false,Compromised package: @voiceflow/prettier-config,preinstall script (Shai-Hulud 2.0),3
@voiceflow/react-chat,"1.65.3, 1.65.4",medium,1000,2025-11-21,false,Compromised package: @voiceflow/react-chat,preinstall script (Shai-Hulud 2.0),3
@voiceflow/runtime,"1.29.1, 1.29.2",medium,1000,2025-11-21,false,Compromised package: @voiceflow/runtime,preinstall script (Shai-Hulud 2.0),3
@voiceflow/runtime-client-js,"1.17.2, 1.17.3",medium,1000,2025-11-21,false,Compromised package: @voiceflow/runtime-client-js,preinstall script (Shai-Hulud 2.0),3
@voiceflow/sdk-runtime,"1.43.1, 1.43.2",medium,1000,2025-11-21,false,Compromised package: @voiceflow/sdk-runtime,preinstall script (Shai-Hulud 2.0),3
@voiceflow/secrets-provider,"1.9.2, 1.9.3",medium,1000,2025-11-21,false,Compromised package: @voiceflow/secrets-provider,preinstall script (Shai-Hulud 2.0),3
@voiceflow/semantic-release-config,"1.4.1, 1.4.2",medium,1000,2025-11-21,false,Compromised package: @voiceflow/semantic-release-config,preinstall script (Shai-Hulud 2.0),3
@voiceflow/serverless-plugin-typescript,"2.1.7, 2.1.8",medium,1000,2025-11-21,false,Compromised package: @voiceflow/serverless-plugin-typescript,preinstall script (Shai-Hulud 2.0),3
@voiceflow/slate-serializer,"1.7.3, 1.7.4",medium,1000,2025-11-21,false,Compromised package: @voiceflow/slate-serializer,preinstall script (Shai-Hulud 2.0),3
@voiceflow/stitches-react,"2.3.2, 2.3.3",medium,1000,2025-11-21,false,Compromised package: @voiceflow/stitches-react,preinstall script (Shai-Hulud 2.0),3
@voiceflow/storybook-config,"1.2.2, 1.2.3",medium,1000,2025-11-21,false,Compromised package: @voiceflow/storybook-config,preinstall script (Shai-Hulud 2.0),3
@voiceflow/stylelint-config,"1.1.1, 1.1.2",medium,1000,2025-11-21,false,Compromised package: @voiceflow/stylelint-config,preinstall script (Shai-Hulud 2.0),3
@voiceflow/test-common,"2.1.1, 2.1.2",medium,1000,2025-11-21,false,Compromised package: @voiceflow/test-common,preinstall script (Shai-Hulud 2.0),3
@voiceflow/tsconfig,"1.12.1, 1.12.2",medium,1000,2025-11-21,false,Compromised package: @voiceflow/tsconfig,preinstall script (Shai-Hulud 2.0),3
@voiceflow/tsconfig-paths,"1.1.4, 1.1.5",medium,1000,2025-11-21,false,Compromised package: @voiceflow/tsconfig-paths,preinstall script (Shai-Hulud 2.0),3
@voiceflow/utils-designer,"1.74.19, 1.74.20",medium,1000,2025-11-21,false,Compromised package: @voiceflow/utils-designer,preinstall script (Shai-Hulud 2.0),3
@voiceflow/verror,"1.1.4, 1.1.5",medium,1000,2025-11-21,false,Compromised package: @voiceflow/verror,preinstall script (Shai-Hulud 2.0),3
@voiceflow/vite-config,"2.6.2, 2.6.3",medium,1000,2025-11-21,false,Compromised package: @voiceflow/vite-config,preinstall script (Shai-Hulud 2.0),3
@voiceflow/vitest-config,"1.10.2, 1.10.3",medium,1000,2025-11-21,false,Compromised package: @voiceflow/vitest-config,preinstall script (Shai-Hulud 2.0),3
@voiceflow/voice-types,"2.10.58, 2.10.59",medium,1000,2025-11-21,false,Compromised package: @voiceflow/voice-types,preinstall script (Shai-Hulud 2.0),3
@voiceflow/voiceflow-types,"3.32.45, 3.32.46",medium,1000,2025-11-21,false,Compromised package: @voiceflow/voiceflow-types,preinstall script (Shai-Hulud 2.0),3
@voiceflow/widget,"1.7.18, 1.7.19",medium,1000,2025-11-21,false,Compromised package: @voiceflow/widget,preinstall script (Shai-Hulud 2.0),3
@yoobic/design-system,6.5.17,medium,1000,2025-11-21,false,Compromised package: @yoobic/design-system,preinstall script (Shai-Hulud 2.0),3
@yoobic/jpeg-camera-es6,1.0.13,medium,1000,2025-11-21,false,Compromised package: @yoobic/jpeg-camera-es6,preinstall script (Shai-Hulud 2.0),3
@yoobic/yobi,8.7.53,medium,1000,2025-11-21,false,Compromised package: @yoobic/yobi,preinstall script (Shai-Hulud 2.0),3
@zapier/ai-actions,"0.1.18, 0.1.19, 0.1.20",medium,1000,2025-11-21,false,Compromised package: @zapier/ai-actions,preinstall script (Shai-Hulud 2.0),3
@zapier/babel-preset-zapier,"6.4.1, 6.4.2, 6.4.3",medium,1000,2025-11-21,false,Compromised package: @zapier/babel-preset-zapier,preinstall script (Shai-Hulud 2.0),3
@zapier/browserslist-config-zapier,"1.0.3, 1.0.4, 1.0.5",medium,1000,2025-11-21,false,Compromised package: @zapier/browserslist-config-zapier,preinstall script (Shai-Hulud 2.0),3
@zapier/secret-scrubber,"1.1.3, 1.1.4, 1.1.5",medium,1000,2025-11-21,false,Compromised package: @zapier/secret-scrubber,preinstall script (Shai-Hulud 2.0),3
ace-colorpicker-rpk,0.0.14,medium,1000,2025-11-21,false,Compromised package: ace-colorpicker-rpk,preinstall script (Shai-Hulud 2.0),3
ai-crowl-shield,1.0.7,medium,1000,2025-11-21,false,Compromised package: ai-crowl-shield,preinstall script (Shai-Hulud 2.0),3
airchief,0.3.1,medium,1000,2025-11-21,false,Compromised package: airchief,preinstall script (Shai-Hulud 2.0),3
airpilot,0.8.8,medium,1000,2025-11-21,false,Compromised package: airpilot,preinstall script (Shai-Hulud 2.0),3
angulartics2,"14.1.2, 14.1.1",critical,200000,2025-09-15,false,Compromised package: angulartics2,postinstall script (original Shai-Hulud),1
arc-cli-fc,1.0.1,medium,1000,2025-11-21,false,Compromised package: arc-cli-fc,preinstall script (Shai-Hulud 2.0),3
asyncapi-preview,"1.0.1, 1.0.2",medium,1000,2025-11-21,false,Compromised package: asyncapi-preview,preinstall script (Shai-Hulud 2.0),3
atrix,1.0.1,medium,1000,2025-11-21,false,Compromised package: atrix,preinstall script (Shai-Hulud 2.0),3
automation_model,1.0.491,medium,1000,2025-11-21,false,Compromised package: automation_model,preinstall script (Shai-Hulud 2.0),3
axios-builder,1.2.1,medium,1000,2025-11-21,false,Compromised package: axios-builder,preinstall script (Shai-Hulud 2.0),3
axios-cancelable,"1.0.1, 1.0.2",medium,1000,2025-11-21,false,Compromised package: axios-cancelable,preinstall script (Shai-Hulud 2.0),3
axios-timed,"1.0.1, 1.0.2",medium,1000,2025-11-21,false,Compromised package: axios-timed,preinstall script (Shai-Hulud 2.0),3
barebones-css,"1.1.3, 1.1.4",medium,1000,2025-11-21,false,Compromised package: barebones-css,preinstall script (Shai-Hulud 2.0),3
benmostyn-frame-print,1.0.1,medium,1000,2025-11-21,false,Compromised package: benmostyn-frame-print,preinstall script (Shai-Hulud 2.0),3
bestgpiocontroller,1.0.10,medium,1000,2025-11-21,false,Compromised package: bestgpiocontroller,preinstall script (Shai-Hulud 2.0),3
bidirectional-adapter,"1.2.2, 1.2.3, 1.2.4, 1.2.5",medium,1000,2025-11-21,false,Compromised package: bidirectional-adapter,preinstall script (Shai-Hulud 2.0),3
blinqio-executions-cli,1.0.41,medium,1000,2025-11-21,false,Compromised package: blinqio-executions-cli,preinstall script (Shai-Hulud 2.0),3
blob-to-base64,1.0.3,medium,1000,2025-11-21,false,Compromised package: blob-to-base64,preinstall script (Shai-Hulud 2.0),3
browser-webdriver-downloader,3.0.8,medium,1000,2025-11-21,false,Compromised package: browser-webdriver-downloader,preinstall script (Shai-Hulud 2.0),3
bun-plugin-httpfile,0.1.1,medium,1000,2025-11-21,false,Compromised package: bun-plugin-httpfile,preinstall script (Shai-Hulud 2.0),3
bytecode-checker-cli,"1.0.10, 1.0.11, 1.0.8, 1.0.9",medium,1000,2025-11-21,false,Compromised package: bytecode-checker-cli,preinstall script (Shai-Hulud 2.0),3
bytes-to-x,1.0.1,medium,1000,2025-11-21,false,Compromised package: bytes-to-x,preinstall script (Shai-Hulud 2.0),3
calc-loan-interest,1.0.4,medium,1000,2025-11-21,false,Compromised package: calc-loan-interest,preinstall script (Shai-Hulud 2.0),3
capacitor-notificationhandler,"0.0.2, 0.0.3",medium,1000,2025-11-21,false,Compromised package: capacitor-notificationhandler,preinstall script (Shai-Hulud 2.0),3
capacitor-plugin-apptrackingios,0.0.21,medium,1000,2025-11-21,false,Compromised package: capacitor-plugin-apptrackingios,preinstall script (Shai-Hulud 2.0),3
capacitor-plugin-healthapp,"0.0.2, 0.0.3",medium,1000,2025-11-21,false,Compromised package: capacitor-plugin-healthapp,preinstall script (Shai-Hulud 2.0),3
capacitor-plugin-ihealth,"1.1.8, 1.1.9",medium,1000,2025-11-21,false,Compromised package: capacitor-plugin-ihealth,preinstall script (Shai-Hulud 2.0),3
capacitor-plugin-purchase,0.1.1,medium,1000,2025-11-21,false,Compromised package: capacitor-plugin-purchase,preinstall script (Shai-Hulud 2.0),3
capacitor-plugin-scgssigninwithgoogle,0.0.5,medium,1000,2025-11-21,false,Compromised package: capacitor-plugin-scgssigninwithgoogle,preinstall script (Shai-Hulud 2.0),3
capacitor-plugin-vonage,"1.0.2, 1.0.3",medium,1000,2025-11-21,false,Compromised package: capacitor-plugin-vonage,preinstall script (Shai-Hulud 2.0),3
capacitor-purchase-history,0.0.10,medium,1000,2025-11-21,false,Compromised package: capacitor-purchase-history,preinstall script (Shai-Hulud 2.0),3
capacitor-voice-recorder-wav,6.0.3,medium,1000,2025-11-21,false,Compromised package: capacitor-voice-recorder-wav,preinstall script (Shai-Hulud 2.0),3
capacitorandroidpermissions,"0.0.4, 0.0.5",medium,1000,2025-11-21,false,Compromised package: capacitorandroidpermissions,preinstall script (Shai-Hulud 2.0),3
chrome-extension-downloads,"0.0.3, 0.0.4",medium,1000,2025-11-21,false,Compromised package: chrome-extension-downloads,preinstall script (Shai-Hulud 2.0),3
claude-token-updater,1.0.3,medium,1000,2025-11-21,false,Compromised package: claude-token-updater,preinstall script (Shai-Hulud 2.0),3
coinmarketcap-api,"3.1.2, 3.1.3",medium,1000,2025-11-21,false,Compromised package: coinmarketcap-api,preinstall script (Shai-Hulud 2.0),3
colors-regex,2.0.1,medium,1000,2025-11-21,false,Compromised package: colors-regex,preinstall script (Shai-Hulud 2.0),3
command-irail,0.5.4,medium,1000,2025-11-21,false,Compromised package: command-irail,preinstall script (Shai-Hulud 2.0),3
compare-obj,"1.1.1, 1.1.2",medium,1000,2025-11-21,false,Compromised package: compare-obj,preinstall script (Shai-Hulud 2.0),3
composite-reducer,"1.0.2, 1.0.3, 1.0.4, 1.0.5",medium,1000,2025-11-21,false,Compromised package: composite-reducer,preinstall script (Shai-Hulud 2.0),3
config-cordova,0.8.5,medium,1000,2025-11-21,false,Compromised package: config-cordova,preinstall script (Shai-Hulud 2.0),3
cordova-plugin-voxeet2,1.0.24,medium,1000,2025-11-21,false,Compromised package: cordova-plugin-voxeet2,preinstall script (Shai-Hulud 2.0),3
cordova-voxeet,1.0.32,medium,1000,2025-11-21,false,Compromised package: cordova-voxeet,preinstall script (Shai-Hulud 2.0),3
count-it-down,"1.0.1, 1.0.2",medium,1000,2025-11-21,false,Compromised package: count-it-down,preinstall script (Shai-Hulud 2.0),3
cpu-instructions,0.0.14,medium,1000,2025-11-21,false,Compromised package: cpu-instructions,preinstall script (Shai-Hulud 2.0),3
create-director-app,0.1.1,medium,1000,2025-11-21,false,Compromised package: create-director-app,preinstall script (Shai-Hulud 2.0),3
create-glee-app,"0.2.2, 0.2.3",medium,1000,2025-11-21,false,Compromised package: create-glee-app,preinstall script (Shai-Hulud 2.0),3
create-hardhat3-app,"1.1.1, 1.1.2, 1.1.3, 1.1.4",medium,1000,2025-11-21,false,Compromised package: create-hardhat3-app,preinstall script (Shai-Hulud 2.0),3
create-hest-app,0.1.9,medium,1000,2025-11-21,false,Compromised package: create-hest-app,preinstall script (Shai-Hulud 2.0),3
crypto-addr-codec,0.1.9,medium,1000,2025-11-21,false,Compromised package: crypto-addr-codec,preinstall script (Shai-Hulud 2.0),3
css-dedoupe,0.1.2,medium,1000,2025-11-21,false,Compromised package: css-dedoupe,preinstall script (Shai-Hulud 2.0),3
dashboard-empty-state,1.0.3,medium,1000,2025-11-21,false,Compromised package: dashboard-empty-state,preinstall script (Shai-Hulud 2.0),3
db-evo,"1.1.4, 1.1.5",medium,1000,2025-11-21,false,Compromised package: db-evo,preinstall script (Shai-Hulud 2.0),3
designstudiouiux,1.0.1,medium,1000,2025-11-21,false,Compromised package: designstudiouiux,preinstall script (Shai-Hulud 2.0),3
devextreme-angular-rpk,21.2.8,medium,1000,2025-11-21,false,Compromised package: devextreme-angular-rpk,preinstall script (Shai-Hulud 2.0),3
devextreme-rpk,21.2.8,medium,1000,2025-11-21,false,Compromised package: devextreme-rpk,preinstall script (Shai-Hulud 2.0),3
devstart-cli,1.0.6,medium,1000,2025-11-21,false,Compromised package: devstart-cli,preinstall script (Shai-Hulud 2.0),3
dialogflow-es,"1.1.1, 1.1.2, 1.1.3, 1.1.4",medium,1000,2025-11-21,false,Compromised package: dialogflow-es,preinstall script (Shai-Hulud 2.0),3
discord-bot-server,0.1.2,medium,1000,2025-11-21,false,Compromised package: discord-bot-server,preinstall script (Shai-Hulud 2.0),3
docusaurus-plugin-vanilla-extract,1.0.3,medium,1000,2025-11-21,false,Compromised package: docusaurus-plugin-vanilla-extract,preinstall script (Shai-Hulud 2.0),3
dont-go,1.1.2,medium,1000,2025-11-21,false,Compromised package: dont-go,preinstall script (Shai-Hulud 2.0),3
dotnet-template,"0.0.3, 0.0.4",medium,1000,2025-11-21,false,Compromised package: dotnet-template,preinstall script (Shai-Hulud 2.0),3
drop-events-on-property-plugin,0.0.2,medium,1000,2025-11-21,false,Compromised package: drop-events-on-property-plugin,preinstall script (Shai-Hulud 2.0),3
email-deliverability-tester,1.1.1,medium,1000,2025-11-21,false,Compromised package: email-deliverability-tester,preinstall script (Shai-Hulud 2.0),3
ember-browser-services,"5.0.2, 5.0.3",high,10000,2025-11-21,false,Compromised package: ember-browser-services,preinstall script (Shai-Hulud 2.0),2
ember-headless-form,"1.1.2, 1.1.3",high,10000,2025-11-21,false,Compromised package: ember-headless-form,preinstall script (Shai-Hulud 2.0),2
ember-headless-form-yup,1.0.1,high,10000,2025-11-21,false,Compromised package: ember-headless-form-yup,preinstall script (Shai-Hulud 2.0),2
ember-headless-table,"2.1.5, 2.1.6",high,10000,2025-11-21,false,Compromised package: ember-headless-table,preinstall script (Shai-Hulud 2.0),2
ember-url-hash-polyfill,"1.0.12, 1.0.13",high,10000,2025-11-21,false,Compromised package: ember-url-hash-polyfill,preinstall script (Shai-Hulud 2.0),2
ember-velcro,"2.2.1, 2.2.2",high,10000,2025-11-21,false,Compromised package: ember-velcro,preinstall script (Shai-Hulud 2.0),2
encounter-playground,"0.0.4, 0.0.5, 0.0.2, 0.0.3",medium,1000,2025-11-21,false,Compromised package: encounter-playground,preinstall script (Shai-Hulud 2.0),3
enforce-branch-name,1.1.3,medium,1000,2025-11-21,false,Compromised package: enforce-branch-name,preinstall script (Shai-Hulud 2.0),3
esbuild-plugin-brotli,0.2.1,medium,1000,2025-11-21,false,Compromised package: esbuild-plugin-brotli,preinstall script (Shai-Hulud 2.0),3
esbuild-plugin-eta,0.1.1,medium,1000,2025-11-21,false,Compromised package: esbuild-plugin-eta,preinstall script (Shai-Hulud 2.0),3
esbuild-plugin-httpfile,0.4.1,medium,1000,2025-11-21,false,Compromised package: esbuild-plugin-httpfile,preinstall script (Shai-Hulud 2.0),3
eslint-config-crowdstrike,"11.0.2, 11.0.3",medium,1000,2025-11-21,false,Compromised package: eslint-config-crowdstrike,preinstall script (Shai-Hulud 2.0),3
eslint-config-crowdstrike-node,"4.0.3, 4.0.4",medium,1000,2025-11-21,false,Compromised package: eslint-config-crowdstrike-node,preinstall script (Shai-Hulud 2.0),3
eslint-config-nitpicky,4.0.1,medium,1000,2025-11-21,false,Compromised package: eslint-config-nitpicky,preinstall script (Shai-Hulud 2.0),3
eslint-config-teselagen,"6.1.7, 6.1.8",medium,1000,2025-11-21,false,Compromised package: eslint-config-teselagen,preinstall script (Shai-Hulud 2.0),3
eslint-config-trigo,22.0.2,medium,1000,2025-11-21,false,Compromised package: eslint-config-trigo,preinstall script (Shai-Hulud 2.0),3
eslint-config-zeallat-base,1.0.4,medium,1000,2025-11-21,false,Compromised package: eslint-config-zeallat-base,preinstall script (Shai-Hulud 2.0),3
ethereum-ens,0.8.1,medium,1000,2025-11-21,false,Compromised package: ethereum-ens,preinstall script (Shai-Hulud 2.0),3
evm-checkcode-cli,"1.0.12, 1.0.13, 1.0.14, 1.0.15",medium,1000,2025-11-21,false,Compromised package: evm-checkcode-cli,preinstall script (Shai-Hulud 2.0),3
exact-ticker,0.3.5,medium,1000,2025-11-21,false,Compromised package: exact-ticker,preinstall script (Shai-Hulud 2.0),3
expo-audio-session,0.2.1,medium,1000,2025-11-21,false,Compromised package: expo-audio-session,preinstall script (Shai-Hulud 2.0),3
expressos,1.1.3,medium,1000,2025-11-21,false,Compromised package: expressos,preinstall script (Shai-Hulud 2.0),3
fat-fingered,"1.0.1, 1.0.2",medium,1000,2025-11-21,false,Compromised package: fat-fingered,preinstall script (Shai-Hulud 2.0),3
feature-flip,"1.0.1, 1.0.2",medium,1000,2025-11-21,false,Compromised package: feature-flip,preinstall script (Shai-Hulud 2.0),3
firestore-search-engine,1.2.3,medium,1000,2025-11-21,false,Compromised package: firestore-search-engine,preinstall script (Shai-Hulud 2.0),3
fittxt,"1.0.2, 1.0.3",medium,1000,2025-11-21,false,Compromised package: fittxt,preinstall script (Shai-Hulud 2.0),3
flapstacks,"1.0.1, 1.0.2",medium,1000,2025-11-21,false,Compromised package: flapstacks,preinstall script (Shai-Hulud 2.0),3
flatten-unflatten,"1.0.1, 1.0.2",medium,1000,2025-11-21,false,Compromised package: flatten-unflatten,preinstall script (Shai-Hulud 2.0),3
formik-error-focus,2.0.1,medium,1000,2025-11-21,false,Compromised package: formik-error-focus,preinstall script (Shai-Hulud 2.0),3
formik-store,1.0.1,medium,1000,2025-11-21,false,Compromised package: formik-store,preinstall script (Shai-Hulud 2.0),3
fuzzy-finder,"1.0.5, 1.0.6",medium,1000,2025-11-21,false,Compromised package: fuzzy-finder,preinstall script (Shai-Hulud 2.0),3
gate-evm-check-code2,"2.0.3, 2.0.4, 2.0.5, 2.0.6",medium,1000,2025-11-21,false,Compromised package: gate-evm-check-code2,preinstall script (Shai-Hulud 2.0),3
gate-evm-tools-test,"1.0.5, 1.0.6, 1.0.7, 1.0.8",medium,1000,2025-11-21,false,Compromised package: gate-evm-tools-test,preinstall script (Shai-Hulud 2.0),3
gatsby-plugin-cname,"1.0.1, 1.0.2",medium,1000,2025-11-21,false,Compromised package: gatsby-plugin-cname,preinstall script (Shai-Hulud 2.0),3
generator-meteor-stock,0.1.6,medium,1000,2025-11-21,false,Compromised package: generator-meteor-stock,preinstall script (Shai-Hulud 2.0),3
generator-ng-itobuz,0.0.15,medium,1000,2025-11-21,false,Compromised package: generator-ng-itobuz,preinstall script (Shai-Hulud 2.0),3
get-them-args,1.3.3,medium,1000,2025-11-21,false,Compromised package: get-them-args,preinstall script (Shai-Hulud 2.0),3
github-action-for-generator,"2.1.27, 2.1.28",medium,1000,2025-11-21,false,Compromised package: github-action-for-generator,preinstall script (Shai-Hulud 2.0),3
gitsafe,1.0.5,medium,1000,2025-11-21,false,Compromised package: gitsafe,preinstall script (Shai-Hulud 2.0),3
globalize-rpk,1.7.4,medium,1000,2025-11-21,false,Compromised package: globalize-rpk,preinstall script (Shai-Hulud 2.0),3
go-template,"0.1.8, 0.1.9",medium,1000,2025-11-21,false,Compromised package: go-template,preinstall script (Shai-Hulud 2.0),3
graphql-sequelize-teselagen,"5.3.8, 5.3.9",medium,1000,2025-11-21,false,Compromised package: graphql-sequelize-teselagen,preinstall script (Shai-Hulud 2.0),3
gulp-inject-envs,"1.2.1, 1.2.2",medium,1000,2025-11-21,false,Compromised package: gulp-inject-envs,preinstall script (Shai-Hulud 2.0),3
haufe-axera-api-client,"0.0.1, 0.0.2",medium,1000,2025-11-21,false,Compromised package: haufe-axera-api-client,preinstall script (Shai-Hulud 2.0),3
hope-mapboxdraw,0.1.1,medium,1000,2025-11-21,false,Compromised package: hope-mapboxdraw,preinstall script (Shai-Hulud 2.0),3
hopedraw,1.0.3,medium,1000,2025-11-21,false,Compromised package: hopedraw,preinstall script (Shai-Hulud 2.0),3
hover-design-prototype,0.0.5,medium,1000,2025-11-21,false,Compromised package: hover-design-prototype,preinstall script (Shai-Hulud 2.0),3
html-to-base64-image,1.0.2,medium,1000,2025-11-21,false,Compromised package: html-to-base64-image,preinstall script (Shai-Hulud 2.0),3
httpness,"1.0.2, 1.0.3",medium,1000,2025-11-21,false,Compromised package: httpness,preinstall script (Shai-Hulud 2.0),3
hyper-fullfacing,1.0.3,medium,1000,2025-11-21,false,Compromised package: hyper-fullfacing,preinstall script (Shai-Hulud 2.0),3
hyperterm-hipster,1.0.7,medium,1000,2025-11-21,false,Compromised package: hyperterm-hipster,preinstall script (Shai-Hulud 2.0),3
ids-css,1.5.1,medium,1000,2025-11-21,false,Compromised package: ids-css,preinstall script (Shai-Hulud 2.0),3
ids-enterprise-mcp-server,0.0.2,medium,1000,2025-11-21,false,Compromised package: ids-enterprise-mcp-server,preinstall script (Shai-Hulud 2.0),3
ids-enterprise-ng,20.1.6,medium,1000,2025-11-21,false,Compromised package: ids-enterprise-ng,preinstall script (Shai-Hulud 2.0),3
ids-enterprise-typings,20.1.6,medium,1000,2025-11-21,false,Compromised package: ids-enterprise-typings,preinstall script (Shai-Hulud 2.0),3
image-to-uri,"1.0.1, 1.0.2",medium,1000,2025-11-21,false,Compromised package: image-to-uri,preinstall script (Shai-Hulud 2.0),3
insomnia-plugin-random-pick,1.0.4,medium,1000,2025-11-21,false,Compromised package: insomnia-plugin-random-pick,preinstall script (Shai-Hulud 2.0),3
invo,0.2.2,medium,1000,2025-11-21,false,Compromised package: invo,preinstall script (Shai-Hulud 2.0),3
iron-shield-miniapp,0.0.2,medium,1000,2025-11-21,false,Compromised package: iron-shield-miniapp,preinstall script (Shai-Hulud 2.0),3
ito-button,8.0.3,medium,1000,2025-11-21,false,Compromised package: ito-button,preinstall script (Shai-Hulud 2.0),3
itobuz-angular,0.0.1,medium,1000,2025-11-21,false,Compromised package: itobuz-angular,preinstall script (Shai-Hulud 2.0),3
itobuz-angular-auth,8.0.11,medium,1000,2025-11-21,false,Compromised package: itobuz-angular-auth,preinstall script (Shai-Hulud 2.0),3
itobuz-angular-button,8.0.11,medium,1000,2025-11-21,false,Compromised package: itobuz-angular-button,preinstall script (Shai-Hulud 2.0),3
jacob-zuma,"1.0.1, 1.0.2",medium,1000,2025-11-21,false,Compromised package: jacob-zuma,preinstall script (Shai-Hulud 2.0),3
jaetut-varit-test,1.0.2,medium,1000,2025-11-21,false,Compromised package: jaetut-varit-test,preinstall script (Shai-Hulud 2.0),3
jan-browser,0.13.1,medium,1000,2025-11-21,false,Compromised package: jan-browser,preinstall script (Shai-Hulud 2.0),3
jquery-bindings,"1.1.2, 1.1.3",medium,1000,2025-11-21,false,Compromised package: jquery-bindings,preinstall script (Shai-Hulud 2.0),3
json-rules-engine-simplified,"0.2.1, 0.2.2, 0.2.3, 0.2.4",medium,1000,2025-11-21,false,Compromised package: json-rules-engine-simplified,preinstall script (Shai-Hulud 2.0),3
jsonsurge,1.0.7,medium,1000,2025-11-21,false,Compromised package: jsonsurge,preinstall script (Shai-Hulud 2.0),3
jumpgate,0.0.2,medium,1000,2025-11-21,false,Compromised package: jumpgate,preinstall script (Shai-Hulud 2.0),3
just-toasty,1.7.1,medium,1000,2025-11-21,false,Compromised package: just-toasty,preinstall script (Shai-Hulud 2.0),3
kill-port,"2.0.2, 2.0.3",medium,1000,2025-11-21,false,Compromised package: kill-port,preinstall script (Shai-Hulud 2.0),3
koa2-swagger-ui,"5.11.2, 5.11.1",medium,1000,2025-11-21,false,Compromised package: koa2-swagger-ui,preinstall script (Shai-Hulud 2.0),3
korea-administrative-area-geo-json-util,1.0.7,medium,1000,2025-11-21,false,Compromised package: korea-administrative-area-geo-json-util,preinstall script (Shai-Hulud 2.0),3
kwami,"1.5.10, 1.5.9",medium,1000,2025-11-21,false,Compromised package: kwami,preinstall script (Shai-Hulud 2.0),3
