package_name,banned_versions,severity,weekly_downloads,first_detected,patient_zero,description,attack_vector,priority
02-echo,0.0.7,medium,1000,2025-11-21,false,Compromised package: 02-echo,preinstall script (Shai-Hulud 2.0),3
@accordproject/concerto-analysis,3.24.1,medium,1000,2025-11-21,false,Compromised package: @accordproject/concerto-analysis,preinstall script (Shai-Hulud 2.0),3
@accordproject/concerto-linter,3.24.1,medium,1000,2025-11-21,false,Compromised package: @accordproject/concerto-linter,preinstall script (Shai-Hulud 2.0),3
@accordproject/concerto-linter-default-ruleset,3.24.1,medium,1000,2025-11-21,false,Compromised package: @accordproject/concerto-linter-default-ruleset,preinstall script (Shai-Hulud 2.0),3
@accordproject/concerto-metamodel,3.12.5,medium,1000,2025-11-21,false,Compromised package: @accordproject/concerto-metamodel,preinstall script (Shai-Hulud 2.0),3
@accordproject/concerto-types,3.24.1,medium,1000,2025-11-21,false,Compromised package: @accordproject/concerto-types,preinstall script (Shai-Hulud 2.0),3
@accordproject/markdown-it-cicero,0.16.26,medium,1000,2025-11-21,false,Compromised package: @accordproject/markdown-it-cicero,preinstall script (Shai-Hulud 2.0),3
@accordproject/template-engine,2.7.2,medium,1000,2025-11-21,false,Compromised package: @accordproject/template-engine,preinstall script (Shai-Hulud 2.0),3
@actbase/css-to-react-native-transform,1.0.3,medium,1000,2025-11-21,false,Compromised package: @actbase/css-to-react-native-transform,preinstall script (Shai-Hulud 2.0),3
@actbase/native,0.1.32,medium,1000,2025-11-21,false,Compromised package: @actbase/native,preinstall script (Shai-Hulud 2.0),3
@actbase/node-server,1.1.19,medium,1000,2025-11-21,false,Compromised package: @actbase/node-server,preinstall script (Shai-Hulud 2.0),3
@actbase/react-absolute,0.8.3,medium,1000,2025-11-21,false,Compromised package: @actbase/react-absolute,preinstall script (Shai-Hulud 2.0),3
@actbase/react-daum-postcode,1.0.5,medium,1000,2025-11-21,false,Compromised package: @actbase/react-daum-postcode,preinstall script (Shai-Hulud 2.0),3
@actbase/react-kakaosdk,0.9.27,medium,1000,2025-11-21,false,Compromised package: @actbase/react-kakaosdk,preinstall script (Shai-Hulud 2.0),3
@actbase/react-native-actionsheet,1.0.3,medium,1000,2025-11-21,false,Compromised package: @actbase/react-native-actionsheet,preinstall script (Shai-Hulud 2.0),3
@actbase/react-native-devtools,0.1.3,medium,1000,2025-11-21,false,Compromised package: @actbase/react-native-devtools,preinstall script (Shai-Hulud 2.0),3
@actbase/react-native-fast-image,8.5.13,medium,1000,2025-11-21,false,Compromised package: @actbase/react-native-fast-image,preinstall script (Shai-Hulud 2.0),3
@actbase/react-native-kakao-channel,1.0.2,medium,1000,2025-11-21,false,Compromised package: @actbase/react-native-kakao-channel,preinstall script (Shai-Hulud 2.0),3
@actbase/react-native-kakao-navi,2.0.4,medium,1000,2025-11-21,false,Compromised package: @actbase/react-native-kakao-navi,preinstall script (Shai-Hulud 2.0),3
@actbase/react-native-less-transformer,1.0.6,medium,1000,2025-11-21,false,Compromised package: @actbase/react-native-less-transformer,preinstall script (Shai-Hulud 2.0),3
@actbase/react-native-naver-login,1.0.1,medium,1000,2025-11-21,false,Compromised package: @actbase/react-native-naver-login,preinstall script (Shai-Hulud 2.0),3
@actbase/react-native-simple-video,1.0.13,medium,1000,2025-11-21,false,Compromised package: @actbase/react-native-simple-video,preinstall script (Shai-Hulud 2.0),3
@actbase/react-native-tiktok,1.1.3,medium,1000,2025-11-21,false,Compromised package: @actbase/react-native-tiktok,preinstall script (Shai-Hulud 2.0),3
@ahmedhfarag/ngx-perfect-scrollbar,20.0.20,medium,1000,2025-11-21,false,Compromised package: @ahmedhfarag/ngx-perfect-scrollbar,preinstall script (Shai-Hulud 2.0),3
@ahmedhfarag/ngx-virtual-scroller,4.0.4,medium,1000,2025-11-21,false,Compromised package: @ahmedhfarag/ngx-virtual-scroller,preinstall script (Shai-Hulud 2.0),3
@alexcolls/nuxt-socket.io,"0.0.7, 0.0.8",medium,1000,2025-11-21,false,Compromised package: @alexcolls/nuxt-socket.io,preinstall script (Shai-Hulud 2.0),3
@alexcolls/nuxt-ux,"0.6.1, 0.6.2",medium,1000,2025-11-21,false,Compromised package: @alexcolls/nuxt-ux,preinstall script (Shai-Hulud 2.0),3
@antstackio/eslint-config-antstack,0.0.3,medium,1000,2025-11-21,false,Compromised package: @antstackio/eslint-config-antstack,preinstall script (Shai-Hulud 2.0),3
@antstackio/express-graphql-proxy,0.2.8,medium,1000,2025-11-21,false,Compromised package: @antstackio/express-graphql-proxy,preinstall script (Shai-Hulud 2.0),3
@antstackio/graphql-body-parser,0.1.1,medium,1000,2025-11-21,false,Compromised package: @antstackio/graphql-body-parser,preinstall script (Shai-Hulud 2.0),3
@antstackio/json-to-graphql,1.0.3,medium,1000,2025-11-21,false,Compromised package: @antstackio/json-to-graphql,preinstall script (Shai-Hulud 2.0),3
@antstackio/shelbysam,1.1.7,medium,1000,2025-11-21,false,Compromised package: @antstackio/shelbysam,preinstall script (Shai-Hulud 2.0),3
@art-ws/common,"2.0.22, 2.0.28",medium,1000,2025-11-21,false,Compromised package: @art-ws/common,preinstall script (Shai-Hulud 2.0),3
@art-ws/config-eslint,"2.0.4, 2.0.5",medium,1000,2025-11-21,false,Compromised package: @art-ws/config-eslint,preinstall script (Shai-Hulud 2.0),3
@art-ws/config-ts,"2.0.7, 2.0.8",medium,1000,2025-11-21,false,Compromised package: @art-ws/config-ts,preinstall script (Shai-Hulud 2.0),3
@art-ws/db-context,"2.0.21, 2.0.24",medium,1000,2025-11-21,false,Compromised package: @art-ws/db-context,preinstall script (Shai-Hulud 2.0),3
@art-ws/di,"2.0.28, 2.0.32",medium,1000,2025-11-21,false,Compromised package: @art-ws/di,preinstall script (Shai-Hulud 2.0),3
@art-ws/di-node,2.0.13,medium,1000,2025-11-21,false,Compromised package: @art-ws/di-node,preinstall script (Shai-Hulud 2.0),3
@art-ws/eslint,"1.0.5, 1.0.6",medium,1000,2025-11-21,false,Compromised package: @art-ws/eslint,preinstall script (Shai-Hulud 2.0),3
@art-ws/fastify-http-server,"2.0.24, 2.0.27",medium,1000,2025-11-21,false,Compromised package: @art-ws/fastify-http-server,preinstall script (Shai-Hulud 2.0),3
@art-ws/http-server,"2.0.21, 2.0.25",medium,1000,2025-11-21,false,Compromised package: @art-ws/http-server,preinstall script (Shai-Hulud 2.0),3
@art-ws/openapi,"0.1.12, 0.1.9",medium,1000,2025-11-21,false,Compromised package: @art-ws/openapi,preinstall script (Shai-Hulud 2.0),3
@art-ws/package-base,"1.0.5, 1.0.6",medium,1000,2025-11-21,false,Compromised package: @art-ws/package-base,preinstall script (Shai-Hulud 2.0),3
@art-ws/prettier,"1.0.5, 1.0.6",medium,1000,2025-11-21,false,Compromised package: @art-ws/prettier,preinstall script (Shai-Hulud 2.0),3
@art-ws/slf,"2.0.15, 2.0.22",medium,1000,2025-11-21,false,Compromised package: @art-ws/slf,preinstall script (Shai-Hulud 2.0),3
@art-ws/ssl-info,"1.0.10, 1.0.9",medium,1000,2025-11-21,false,Compromised package: @art-ws/ssl-info,preinstall script (Shai-Hulud 2.0),3
@art-ws/web-app,"1.0.3, 1.0.4",medium,1000,2025-11-21,false,Compromised package: @art-ws/web-app,preinstall script (Shai-Hulud 2.0),3
@aryanhussain/my-angular-lib,0.0.23,medium,1000,2025-11-21,false,Compromised package: @aryanhussain/my-angular-lib,preinstall script (Shai-Hulud 2.0),3
@asyncapi/dotnet-rabbitmq-template,"1.0.1, 1.0.2",medium,1000,2025-11-21,false,Compromised package: @asyncapi/dotnet-rabbitmq-template,preinstall script (Shai-Hulud 2.0),3
@asyncapi/edavisualiser,"1.2.1, 1.2.2",medium,1000,2025-11-21,false,Compromised package: @asyncapi/edavisualiser,preinstall script (Shai-Hulud 2.0),3
@asyncapi/go-watermill-template,"0.2.76, 0.2.77",medium,1000,2025-11-21,false,Compromised package: @asyncapi/go-watermill-template,preinstall script (Shai-Hulud 2.0),3
@asyncapi/java-template,"0.3.5, 0.3.6",medium,1000,2025-11-21,false,Compromised package: @asyncapi/java-template,preinstall script (Shai-Hulud 2.0),3
@asyncapi/keeper,"0.0.2, 0.0.3",medium,1000,2025-11-21,false,Compromised package: @asyncapi/keeper,preinstall script (Shai-Hulud 2.0),3
@asyncapi/php-template,"0.1.1, 0.1.2",medium,1000,2025-11-21,false,Compromised package: @asyncapi/php-template,preinstall script (Shai-Hulud 2.0),3
@asyncapi/python-paho-template,"0.2.14, 0.2.15",medium,1000,2025-11-21,false,Compromised package: @asyncapi/python-paho-template,preinstall script (Shai-Hulud 2.0),3
@asyncapi/server-api,"0.16.24, 0.16.25",medium,1000,2025-11-21,false,Compromised package: @asyncapi/server-api,preinstall script (Shai-Hulud 2.0),3
@asyncapi/studio,"1.0.2, 1.0.3",medium,1000,2025-11-21,false,Compromised package: @asyncapi/studio,preinstall script (Shai-Hulud 2.0),3
@asyncapi/web-component,"2.6.6, 2.6.7",medium,1000,2025-11-21,false,Compromised package: @asyncapi/web-component,preinstall script (Shai-Hulud 2.0),3
@basic-ui-components-stc/basic-ui-components,1.0.5,medium,1000,2025-11-21,false,Compromised package: @basic-ui-components-stc/basic-ui-components,preinstall script (Shai-Hulud 2.0),3
@browserbasehq/bb9,1.2.21,medium,1000,2025-11-21,false,Compromised package: @browserbasehq/bb9,preinstall script (Shai-Hulud 2.0),3
@browserbasehq/director-ai,1.0.3,medium,1000,2025-11-21,false,Compromised package: @browserbasehq/director-ai,preinstall script (Shai-Hulud 2.0),3
@browserbasehq/mcp,2.1.1,medium,1000,2025-11-21,false,Compromised package: @browserbasehq/mcp,preinstall script (Shai-Hulud 2.0),3
@browserbasehq/mcp-server-browserbase,2.4.2,medium,1000,2025-11-21,false,Compromised package: @browserbasehq/mcp-server-browserbase,preinstall script (Shai-Hulud 2.0),3
@browserbasehq/sdk-functions,0.0.4,medium,1000,2025-11-21,false,Compromised package: @browserbasehq/sdk-functions,preinstall script (Shai-Hulud 2.0),3
@browserbasehq/stagehand,3.0.4,medium,1000,2025-11-21,false,Compromised package: @browserbasehq/stagehand,preinstall script (Shai-Hulud 2.0),3
@browserbasehq/stagehand-docs,1.0.1,medium,1000,2025-11-21,false,Compromised package: @browserbasehq/stagehand-docs,preinstall script (Shai-Hulud 2.0),3
@caretive/caret-cli,0.0.2,medium,1000,2025-11-21,false,Compromised package: @caretive/caret-cli,preinstall script (Shai-Hulud 2.0),3
@clausehq/flows-step-httprequest,0.1.14,medium,1000,2025-11-21,false,Compromised package: @clausehq/flows-step-httprequest,preinstall script (Shai-Hulud 2.0),3
@clausehq/flows-step-jsontoxml,0.1.14,medium,1000,2025-11-21,false,Compromised package: @clausehq/flows-step-jsontoxml,preinstall script (Shai-Hulud 2.0),3
@clausehq/flows-step-mqtt,0.1.14,medium,1000,2025-11-21,false,Compromised package: @clausehq/flows-step-mqtt,preinstall script (Shai-Hulud 2.0),3
@clausehq/flows-step-sendgridemail,0.1.14,medium,1000,2025-11-21,false,Compromised package: @clausehq/flows-step-sendgridemail,preinstall script (Shai-Hulud 2.0),3
@clausehq/flows-step-taskscreateurl,0.1.14,medium,1000,2025-11-21,false,Compromised package: @clausehq/flows-step-taskscreateurl,preinstall script (Shai-Hulud 2.0),3
@commute/bloom,1.0.3,medium,1000,2025-11-21,false,Compromised package: @commute/bloom,preinstall script (Shai-Hulud 2.0),3
@commute/market-data,1.0.2,medium,1000,2025-11-21,false,Compromised package: @commute/market-data,preinstall script (Shai-Hulud 2.0),3
@commute/market-data-chartjs,2.3.1,medium,1000,2025-11-21,false,Compromised package: @commute/market-data-chartjs,preinstall script (Shai-Hulud 2.0),3
@crowdstrike/commitlint,"8.1.1, 8.1.2",high,15000,2025-11-21,false,Compromised package: @crowdstrike/commitlint,preinstall script (Shai-Hulud 2.0),2
@crowdstrike/falcon-shoelace,"0.4.1, 0.4.2",high,15000,2025-11-21,false,Compromised package: @crowdstrike/falcon-shoelace,preinstall script (Shai-Hulud 2.0),2
@crowdstrike/foundry-js,"0.19.1, 0.19.2",high,15000,2025-11-21,false,Compromised package: @crowdstrike/foundry-js,preinstall script (Shai-Hulud 2.0),2
@crowdstrike/glide-core,"0.34.2, 0.34.3",high,15000,2025-11-21,false,Compromised package: @crowdstrike/glide-core,preinstall script (Shai-Hulud 2.0),2
@crowdstrike/logscale-dashboard,"1.205.1, 1.205.2",high,15000,2025-11-21,false,Compromised package: @crowdstrike/logscale-dashboard,preinstall script (Shai-Hulud 2.0),2
@crowdstrike/logscale-file-editor,"1.205.1, 1.205.2",high,15000,2025-11-21,false,Compromised package: @crowdstrike/logscale-file-editor,preinstall script (Shai-Hulud 2.0),2
@crowdstrike/logscale-parser-edit,"1.205.1, 1.205.2",high,15000,2025-11-21,false,Compromised package: @crowdstrike/logscale-parser-edit,preinstall script (Shai-Hulud 2.0),2
@crowdstrike/logscale-search,"1.205.1, 1.205.2",high,15000,2025-11-21,false,Compromised package: @crowdstrike/logscale-search,preinstall script (Shai-Hulud 2.0),2
@crowdstrike/tailwind-toucan-base,"5.0.1, 5.0.2",high,15000,2025-11-21,false,Compromised package: @crowdstrike/tailwind-toucan-base,preinstall script (Shai-Hulud 2.0),2
@ctrl/deluge,"7.2.2, 7.2.1",critical,2200000,2025-09-15,false,Compromised package: @ctrl/deluge,postinstall script (original Shai-Hulud),1
@ctrl/golang-template,"1.4.3, 1.4.2",high,50000,2025-11-21,false,Compromised package: @ctrl/golang-template,preinstall script (Shai-Hulud 2.0),2
@ctrl/magnet-link,"4.0.4, 4.0.3",high,50000,2025-11-21,false,Compromised package: @ctrl/magnet-link,preinstall script (Shai-Hulud 2.0),2
@ctrl/ngx-codemirror,"7.0.2, 7.0.1",high,50000,2025-11-21,false,Compromised package: @ctrl/ngx-codemirror,preinstall script (Shai-Hulud 2.0),2
@ctrl/ngx-csv,"6.0.2, 6.0.1",high,50000,2025-11-21,false,Compromised package: @ctrl/ngx-csv,preinstall script (Shai-Hulud 2.0),2
@ctrl/ngx-emoji-mart,"9.2.2, 9.2.1",high,50000,2025-11-21,false,Compromised package: @ctrl/ngx-emoji-mart,preinstall script (Shai-Hulud 2.0),2
@ctrl/ngx-rightclick,"4.0.2, 4.0.1",high,50000,2025-11-21,false,Compromised package: @ctrl/ngx-rightclick,preinstall script (Shai-Hulud 2.0),2
@ctrl/qbittorrent,"9.7.2, 9.7.1",high,50000,2025-11-21,false,Compromised package: @ctrl/qbittorrent,preinstall script (Shai-Hulud 2.0),2
@ctrl/react-adsense,"2.0.2, 2.0.1",high,50000,2025-11-21,false,Compromised package: @ctrl/react-adsense,preinstall script (Shai-Hulud 2.0),2
@ctrl/shared-torrent,"6.3.2, 6.3.1",high,50000,2025-11-21,false,Compromised package: @ctrl/shared-torrent,preinstall script (Shai-Hulud 2.0),2
@ctrl/tinycolor,"4.1.1, 4.1.2",critical,2200000,2025-09-15,false,Compromised package: @ctrl/tinycolor,postinstall script (original Shai-Hulud),1
@ctrl/torrent-file,"4.1.2, 4.1.1",high,50000,2025-11-21,false,Compromised package: @ctrl/torrent-file,preinstall script (Shai-Hulud 2.0),2
@ctrl/transmission,7.3.1,high,50000,2025-11-21,false,Compromised package: @ctrl/transmission,preinstall script (Shai-Hulud 2.0),2
@ctrl/ts-base32,"4.0.2, 4.0.1",high,50000,2025-11-21,false,Compromised package: @ctrl/ts-base32,preinstall script (Shai-Hulud 2.0),2
@dev-blinq/ai-qa-logic,1.0.19,medium,1000,2025-11-21,false,Compromised package: @dev-blinq/ai-qa-logic,preinstall script (Shai-Hulud 2.0),3
@dev-blinq/cucumber-js,1.0.131,medium,1000,2025-11-21,false,Compromised package: @dev-blinq/cucumber-js,preinstall script (Shai-Hulud 2.0),3
@dev-blinq/cucumber_client,1.0.738,medium,1000,2025-11-21,false,Compromised package: @dev-blinq/cucumber_client,preinstall script (Shai-Hulud 2.0),3
@dev-blinq/ui-systems,1.0.93,medium,1000,2025-11-21,false,Compromised package: @dev-blinq/ui-systems,preinstall script (Shai-Hulud 2.0),3
@ensdomains/address-encoder,1.1.5,medium,1000,2025-11-21,false,Compromised package: @ensdomains/address-encoder,preinstall script (Shai-Hulud 2.0),3
@ensdomains/blacklist,1.0.1,medium,1000,2025-11-21,false,Compromised package: @ensdomains/blacklist,preinstall script (Shai-Hulud 2.0),3
@ensdomains/buffer,0.1.2,medium,1000,2025-11-21,false,Compromised package: @ensdomains/buffer,preinstall script (Shai-Hulud 2.0),3
@ensdomains/ccip-read-cf-worker,0.0.4,medium,1000,2025-11-21,false,Compromised package: @ensdomains/ccip-read-cf-worker,preinstall script (Shai-Hulud 2.0),3
@ensdomains/ccip-read-dns-gateway,0.1.1,medium,1000,2025-11-21,false,Compromised package: @ensdomains/ccip-read-dns-gateway,preinstall script (Shai-Hulud 2.0),3
@ensdomains/ccip-read-router,0.0.7,medium,1000,2025-11-21,false,Compromised package: @ensdomains/ccip-read-router,preinstall script (Shai-Hulud 2.0),3
@ensdomains/ccip-read-worker-viem,0.0.4,medium,1000,2025-11-21,false,Compromised package: @ensdomains/ccip-read-worker-viem,preinstall script (Shai-Hulud 2.0),3
@ensdomains/content-hash,3.0.1,medium,1000,2025-11-21,false,Compromised package: @ensdomains/content-hash,preinstall script (Shai-Hulud 2.0),3
@ensdomains/curvearithmetics,1.0.1,medium,1000,2025-11-21,false,Compromised package: @ensdomains/curvearithmetics,preinstall script (Shai-Hulud 2.0),3
@ensdomains/cypress-metamask,1.2.1,medium,1000,2025-11-21,false,Compromised package: @ensdomains/cypress-metamask,preinstall script (Shai-Hulud 2.0),3
@ensdomains/dnsprovejs,0.5.3,medium,1000,2025-11-21,false,Compromised package: @ensdomains/dnsprovejs,preinstall script (Shai-Hulud 2.0),3
@ensdomains/dnssec-oracle-anchors,0.0.2,medium,1000,2025-11-21,false,Compromised package: @ensdomains/dnssec-oracle-anchors,preinstall script (Shai-Hulud 2.0),3
@ensdomains/dnssecoraclejs,0.2.9,medium,1000,2025-11-21,false,Compromised package: @ensdomains/dnssecoraclejs,preinstall script (Shai-Hulud 2.0),3
@ensdomains/durin,0.1.2,medium,1000,2025-11-21,false,Compromised package: @ensdomains/durin,preinstall script (Shai-Hulud 2.0),3
@ensdomains/durin-middleware,0.0.2,medium,1000,2025-11-21,false,Compromised package: @ensdomains/durin-middleware,preinstall script (Shai-Hulud 2.0),3
@ensdomains/ens-archived-contracts,0.0.3,medium,1000,2025-11-21,false,Compromised package: @ensdomains/ens-archived-contracts,preinstall script (Shai-Hulud 2.0),3
@ensdomains/ens-avatar,1.0.4,medium,1000,2025-11-21,false,Compromised package: @ensdomains/ens-avatar,preinstall script (Shai-Hulud 2.0),3
@ensdomains/ens-contracts,1.6.1,medium,1000,2025-11-21,false,Compromised package: @ensdomains/ens-contracts,preinstall script (Shai-Hulud 2.0),3
@ensdomains/ens-test-env,1.0.2,medium,1000,2025-11-21,false,Compromised package: @ensdomains/ens-test-env,preinstall script (Shai-Hulud 2.0),3
@ensdomains/ens-validation,0.1.1,medium,1000,2025-11-21,false,Compromised package: @ensdomains/ens-validation,preinstall script (Shai-Hulud 2.0),3
@ensdomains/ensjs,4.0.3,medium,1000,2025-11-21,false,Compromised package: @ensdomains/ensjs,preinstall script (Shai-Hulud 2.0),3
@ensdomains/ensjs-react,0.0.5,medium,1000,2025-11-21,false,Compromised package: @ensdomains/ensjs-react,preinstall script (Shai-Hulud 2.0),3
@ensdomains/eth-ens-namehash,2.0.16,medium,1000,2025-11-21,false,Compromised package: @ensdomains/eth-ens-namehash,preinstall script (Shai-Hulud 2.0),3
@ensdomains/hackathon-registrar,1.0.5,medium,1000,2025-11-21,false,Compromised package: @ensdomains/hackathon-registrar,preinstall script (Shai-Hulud 2.0),3
@ensdomains/hardhat-chai-matchers-viem,0.1.15,medium,1000,2025-11-21,false,Compromised package: @ensdomains/hardhat-chai-matchers-viem,preinstall script (Shai-Hulud 2.0),3
@ensdomains/hardhat-toolbox-viem-extended,0.0.6,medium,1000,2025-11-21,false,Compromised package: @ensdomains/hardhat-toolbox-viem-extended,preinstall script (Shai-Hulud 2.0),3
@ensdomains/mock,2.1.52,medium,1000,2025-11-21,false,Compromised package: @ensdomains/mock,preinstall script (Shai-Hulud 2.0),3
@ensdomains/name-wrapper,1.0.1,medium,1000,2025-11-21,false,Compromised package: @ensdomains/name-wrapper,preinstall script (Shai-Hulud 2.0),3
@ensdomains/offchain-resolver-contracts,0.2.2,medium,1000,2025-11-21,false,Compromised package: @ensdomains/offchain-resolver-contracts,preinstall script (Shai-Hulud 2.0),3
@ensdomains/op-resolver-contracts,0.0.2,medium,1000,2025-11-21,false,Compromised package: @ensdomains/op-resolver-contracts,preinstall script (Shai-Hulud 2.0),3
@ensdomains/react-ens-address,0.0.32,medium,1000,2025-11-21,false,Compromised package: @ensdomains/react-ens-address,preinstall script (Shai-Hulud 2.0),3
@ensdomains/renewal,0.0.13,medium,1000,2025-11-21,false,Compromised package: @ensdomains/renewal,preinstall script (Shai-Hulud 2.0),3
@ensdomains/renewal-widget,0.1.10,medium,1000,2025-11-21,false,Compromised package: @ensdomains/renewal-widget,preinstall script (Shai-Hulud 2.0),3
@ensdomains/reverse-records,1.0.1,medium,1000,2025-11-21,false,Compromised package: @ensdomains/reverse-records,preinstall script (Shai-Hulud 2.0),3
@ensdomains/server-analytics,0.0.2,medium,1000,2025-11-21,false,Compromised package: @ensdomains/server-analytics,preinstall script (Shai-Hulud 2.0),3
@ensdomains/solsha1,0.0.4,medium,1000,2025-11-21,false,Compromised package: @ensdomains/solsha1,preinstall script (Shai-Hulud 2.0),3
@ensdomains/subdomain-registrar,0.2.4,medium,1000,2025-11-21,false,Compromised package: @ensdomains/subdomain-registrar,preinstall script (Shai-Hulud 2.0),3
@ensdomains/test-utils,1.3.1,medium,1000,2025-11-21,false,Compromised package: @ensdomains/test-utils,preinstall script (Shai-Hulud 2.0),3
@ensdomains/thorin,0.6.51,medium,1000,2025-11-21,false,Compromised package: @ensdomains/thorin,preinstall script (Shai-Hulud 2.0),3
@ensdomains/ui,3.4.6,medium,1000,2025-11-21,false,Compromised package: @ensdomains/ui,preinstall script (Shai-Hulud 2.0),3
@ensdomains/unicode-confusables,0.1.1,medium,1000,2025-11-21,false,Compromised package: @ensdomains/unicode-confusables,preinstall script (Shai-Hulud 2.0),3
@ensdomains/unruggable-gateways,0.0.3,medium,1000,2025-11-21,false,Compromised package: @ensdomains/unruggable-gateways,preinstall script (Shai-Hulud 2.0),3
@ensdomains/vite-plugin-i18next-loader,4.0.4,medium,1000,2025-11-21,false,Compromised package: @ensdomains/vite-plugin-i18next-loader,preinstall script (Shai-Hulud 2.0),3
@ensdomains/web3modal,1.10.2,medium,1000,2025-11-21,false,Compromised package: @ensdomains/web3modal,preinstall script (Shai-Hulud 2.0),3
@everreal/react-charts,"2.0.1, 2.0.2",medium,1000,2025-11-21,false,Compromised package: @everreal/react-charts,preinstall script (Shai-Hulud 2.0),3
@everreal/validate-esmoduleinterop-imports,"1.4.4, 1.4.5",medium,1000,2025-11-21,false,Compromised package: @everreal/validate-esmoduleinterop-imports,preinstall script (Shai-Hulud 2.0),3
@everreal/web-analytics,"0.0.1, 0.0.2",medium,1000,2025-11-21,false,Compromised package: @everreal/web-analytics,preinstall script (Shai-Hulud 2.0),3
@faq-component/core,0.0.4,medium,1000,2025-11-21,false,Compromised package: @faq-component/core,preinstall script (Shai-Hulud 2.0),3
@faq-component/react,1.0.1,medium,1000,2025-11-21,false,Compromised package: @faq-component/react,preinstall script (Shai-Hulud 2.0),3
@fishingbooker/browser-sync-plugin,1.0.5,medium,1000,2025-11-21,false,Compromised package: @fishingbooker/browser-sync-plugin,preinstall script (Shai-Hulud 2.0),3
@fishingbooker/react-loader,1.0.7,medium,1000,2025-11-21,false,Compromised package: @fishingbooker/react-loader,preinstall script (Shai-Hulud 2.0),3
@fishingbooker/react-pagination,2.0.6,medium,1000,2025-11-21,false,Compromised package: @fishingbooker/react-pagination,preinstall script (Shai-Hulud 2.0),3
@fishingbooker/react-raty,2.0.1,medium,1000,2025-11-21,false,Compromised package: @fishingbooker/react-raty,preinstall script (Shai-Hulud 2.0),3
@fishingbooker/react-swiper,0.1.5,medium,1000,2025-11-21,false,Compromised package: @fishingbooker/react-swiper,preinstall script (Shai-Hulud 2.0),3
@hapheus/n8n-nodes-pgp,1.5.1,medium,1000,2025-11-21,false,Compromised package: @hapheus/n8n-nodes-pgp,preinstall script (Shai-Hulud 2.0),3
@hestjs/core,0.2.1,medium,1000,2025-11-21,false,Compromised package: @hestjs/core,preinstall script (Shai-Hulud 2.0),3
@hestjs/cqrs,0.1.6,medium,1000,2025-11-21,false,Compromised package: @hestjs/cqrs,preinstall script (Shai-Hulud 2.0),3
@hestjs/demo,0.1.2,medium,1000,2025-11-21,false,Compromised package: @hestjs/demo,preinstall script (Shai-Hulud 2.0),3
@hestjs/eslint-config,0.1.2,medium,1000,2025-11-21,false,Compromised package: @hestjs/eslint-config,preinstall script (Shai-Hulud 2.0),3
@hestjs/logger,0.1.6,medium,1000,2025-11-21,false,Compromised package: @hestjs/logger,preinstall script (Shai-Hulud 2.0),3
@hestjs/scalar,0.1.7,medium,1000,2025-11-21,false,Compromised package: @hestjs/scalar,preinstall script (Shai-Hulud 2.0),3
@hestjs/validation,0.1.6,medium,1000,2025-11-21,false,Compromised package: @hestjs/validation,preinstall script (Shai-Hulud 2.0),3
@hover-design/core,0.0.1,medium,1000,2025-11-21,false,Compromised package: @hover-design/core,preinstall script (Shai-Hulud 2.0),3
@hover-design/react,0.2.1,medium,1000,2025-11-21,false,Compromised package: @hover-design/react,preinstall script (Shai-Hulud 2.0),3
@ifelsedeveloper/protocol-contracts-svm-idl,0.1.2,medium,1000,2025-11-21,false,Compromised package: @ifelsedeveloper/protocol-contracts-svm-idl,preinstall script (Shai-Hulud 2.0),3
@ifings/design-system,4.9.2,medium,1000,2025-11-21,false,Compromised package: @ifings/design-system,preinstall script (Shai-Hulud 2.0),3
@ifings/metatron3,0.1.5,medium,1000,2025-11-21,false,Compromised package: @ifings/metatron3,preinstall script (Shai-Hulud 2.0),3
@kvytech/cli,0.0.7,medium,1000,2025-11-21,false,Compromised package: @kvytech/cli,preinstall script (Shai-Hulud 2.0),3
@kvytech/components,0.0.2,medium,1000,2025-11-21,false,Compromised package: @kvytech/components,preinstall script (Shai-Hulud 2.0),3
@kvytech/habbit-e2e-test,0.0.2,medium,1000,2025-11-21,false,Compromised package: @kvytech/habbit-e2e-test,preinstall script (Shai-Hulud 2.0),3
@kvytech/medusa-plugin-announcement,0.0.8,medium,1000,2025-11-21,false,Compromised package: @kvytech/medusa-plugin-announcement,preinstall script (Shai-Hulud 2.0),3
@kvytech/medusa-plugin-management,0.0.5,medium,1000,2025-11-21,false,Compromised package: @kvytech/medusa-plugin-management,preinstall script (Shai-Hulud 2.0),3
@kvytech/medusa-plugin-newsletter,0.0.5,medium,1000,2025-11-21,false,Compromised package: @kvytech/medusa-plugin-newsletter,preinstall script (Shai-Hulud 2.0),3
@kvytech/medusa-plugin-product-reviews,0.0.9,medium,1000,2025-11-21,false,Compromised package: @kvytech/medusa-plugin-product-reviews,preinstall script (Shai-Hulud 2.0),3
@kvytech/medusa-plugin-promotion,0.0.2,medium,1000,2025-11-21,false,Compromised package: @kvytech/medusa-plugin-promotion,preinstall script (Shai-Hulud 2.0),3
@kvytech/web,0.0.2,medium,1000,2025-11-21,false,Compromised package: @kvytech/web,preinstall script (Shai-Hulud 2.0),3
@lessondesk/api-client,"9.12.2, 9.12.3",medium,1000,2025-11-21,false,Compromised package: @lessondesk/api-client,preinstall script (Shai-Hulud 2.0),3
